Year;Day;01;02;03;04;05;06;07;08;09;10;11;12
2009;23;503.00;518.00;386.00;310.00;292.00;172.00;324.00;164.00;170.00;214.00;273.00;251.00
2009;24;608.00;449.00;342.00;260.00;274.00;169.00;258.00;173.00;172.00;187.00;234.00;453.00
2009;25;661.00;462.00;361.00;220.00;225.00;192.00;269.00;262.00;167.00;192.00;205.00;544.00
2009;26;747.00;474.00;347.00;231.00;378.00;233.00;244.00;170.00;163.00;185.00;254.00;572.00
2009;27;725.00;436.00;392.00;298.00;277.00;179.00;228.00;163.00;165.00;188.00;283.00;592.00
2009;28;663.00;470.00;418.00;428.00;250.00;178.00;228.00;160.00;166.00;181.00;271.00;487.00
2009;29;555.00;;440.00;390.00;207.00;170.00;204.00;159.00;167.00;177.00;340.00;504.00
2009;30;547.00;;463.00;383.00;262.00;206.00;221.00;156.00;162.00;177.00;317.00;526.00
2009;31;560.00;;435.00;;252.00;;211.00;154.00;;175.00;;580.00
2010;1;681.00;562.00;784.00;629.00;250.00;231.00;155.00;140.00;204.00;307.00;244.00;423.00
2010;2;667.00;549.00;813.00;562.00;242.00;159.00;154.00;139.00;259.00;389.00;249.00;456.00
2010;3;721.00;537.00;766.00;577.00;246.00;199.00;175.00;140.00;177.00;216.00;244.00;417.00
2010;4;589.00;486.00;742.00;538.00;168.00;206.00;170.00;140.00;197.00;409.00;245.00;406.00
2010;5;630.00;600.00;713.00;537.00;186.00;213.00;157.00;137.00;121.00;326.00;254.00;378.00
2010;6;559.00;710.00;663.00;525.00;265.00;148.00;179.00;136.00;170.00;324.00;250.00;330.00
2010;7;511.00;792.00;672.00;512.00;134.00;173.00;170.00;139.00;178.00;292.00;326.00;371.00
2010;8;459.00;876.00;539.00;522.00;217.00;185.00;120.00;138.00;202.00;312.00;310.00;563.00
2010;9;438.00;829.00;491.00;508.00;239.00;178.00;145.00;138.00;233.00;286.00;474.00;818.00
2010;10;436.00;803.00;516.00;474.00;220.00;226.00;145.00;142.00;257.00;284.00;484.00;922.00
2010;11;288.00;801.00;469.00;436.00;251.00;205.00;168.00;141.00;240.00;241.00;536.00;1010.00
2010;12;389.00;803.00;486.00;367.00;280.00;173.00;270.00;139.00;212.00;203.00;557.00;1070.00
2010;13;246.00;726.00;459.00;379.00;246.00;197.00;138.00;150.00;199.00;151.00;588.00;1080.00
2010;14;425.00;713.00;428.00;445.00;242.00;239.00;194.00;150.00;171.00;187.00;660.00;897.00
2010;15;356.00;638.00;379.00;379.00;332.00;368.00;575.00;154.00;261.00;244.00;675.00;890.00
2010;16;257.00;548.00;432.00;284.00;183.00;159.00;252.00;458.00;205.00;245.00;668.00;819.00
2010;17;456.00;497.00;362.00;261.00;244.00;176.00;174.00;594.00;224.00;219.00;647.00;822.00
2010;18;408.00;500.00;335.00;390.00;198.00;138.00;133.00;108.00;184.00;247.00;691.00;802.00
2010;19;469.00;524.00;262.00;295.00;168.00;203.00;123.00;253.00;181.00;241.00;682.00;804.00
2010;20;492.00;455.00;330.00;301.00;202.00;133.00;154.00;239.00;173.00;249.00;617.00;909.00
2010;21;555.00;486.00;502.00;296.00;207.00;193.00;149.00;260.00;203.00;255.00;623.00;904.00
2010;22;475.00;411.00;339.00;260.00;198.00;133.00;110.00;240.00;208.00;223.00;597.00;1010.00
2010;23;456.00;458.00;428.00;299.00;176.00;203.00;111.00;232.00;164.00;242.00;522.00;1180.00
2010;24;478.00;446.00;370.00;192.00;180.00;187.00;138.00;237.00;204.00;250.00;537.00;1240.00
2010;25;450.00;536.00;363.00;228.00;180.00;163.00;140.00;247.00;271.00;254.00;434.00;1300.00
2010;26;443.00;572.00;452.00;266.00;142.00;158.00;138.00;190.00;223.00;260.00;479.00;1360.00
2010;27;476.00;650.00;361.00;231.00;214.00;144.00;140.00;238.00;446.00;250.00;428.00;1380.00
2010;28;462.00;735.00;436.00;219.00;382.00;135.00;137.00;224.00;441.00;247.00;441.00;1420.00
2010;29;428.00;;366.00;215.00;168.00;183.00;138.00;297.00;303.00;252.00;515.00;1430.00
2010;30;529.00;;433.00;212.00;171.00;105.00;139.00;264.00;294.00;274.00;471.00;1340.00
2010;31;494.00;;519.00;;185.00;;142.00;235.00;;268.00;;1340.00
2011;1;1360.00;695.00;491.00;369.00;241.00;172.00;164.00;172.00;213.00;173.00;202.00;128.00
2011;2;1340.00;647.00;529.00;361.00;243.00;179.00;164.00;154.00;190.00;159.00;190.00;194.00
2011;3;1230.00;621.00;531.00;377.00;230.00;147.00;136.00;190.00;193.00;157.00;209.00;156.00
2011;4;1100.00;573.00;505.00;380.00;224.00;145.00;118.00;189.00;318.00;156.00;256.00;183.00
2011;5;1050.00;595.00;470.00;358.00;247.00;220.00;139.00;213.00;204.00;160.00;262.00;248.00
2011;6;1050.00;561.00;445.00;358.00;191.00;257.00;132.00;277.00;209.00;159.00;209.00;274.00
2011;7;1140.00;578.00;441.00;347.00;169.00;187.00;148.00;209.00;200.00;159.00;241.00;355.00
2011;8;1240.00;519.00;426.00;344.00;225.00;252.00;138.00;222.00;204.00;162.00;218.00;410.00
2011;9;1340.00;514.00;390.00;319.00;191.00;181.00;150.00;215.00;196.00;169.00;215.00;321.00
2011;10;1350.00;539.00;396.00;321.00;198.00;187.00;116.00;221.00;150.00;192.00;214.00;429.00
2011;11;1350.00;533.00;402.00;314.00;167.00;179.00;139.00;190.00;191.00;201.00;236.00;366.00
2011;12;1440.00;518.00;368.00;309.00;214.00;169.00;140.00;182.00;215.00;165.00;253.00;476.00
2011;13;1490.00;503.00;388.00;297.00;183.00;172.00;164.00;192.00;194.00;203.00;194.00;543.00
2011;14;1510.00;477.00;418.00;280.00;176.00;205.00;120.00;241.00;186.00;172.00;220.00;587.00
2011;15;1540.00;486.00;371.00;291.00;198.00;186.00;168.00;204.00;171.00;174.00;228.00;533.00
2011;16;1520.00;492.00;391.00;308.00;185.00;152.00;135.00;210.00;191.00;181.00;185.00;677.00
2011;17;1460.00;475.00;386.00;259.00;181.00;158.00;245.00;189.00;178.00;168.00;185.00;820.00
2011;18;1390.00;478.00;433.00;296.00;188.00;166.00;160.00;225.00;210.00;153.00;197.00;957.00
2011;19;1350.00;481.00;344.00;244.00;184.00;170.00;243.00;189.00;200.00;216.00;192.00;1020.00
2011;20;1330.00;492.00;383.00;253.00;180.00;188.00;375.00;154.00;192.00;199.00;146.00;1060.00
2011;21;1280.00;462.00;377.00;273.00;174.00;227.00;205.00;214.00;197.00;194.00;186.00;970.00
2011;22;1220.00;479.00;397.00;253.00;172.00;179.00;272.00;166.00;168.00;157.00;174.00;965.00
2011;23;1080.00;468.00;336.00;255.00;145.00;222.00;203.00;216.00;177.00;198.00;201.00;965.00
2011;24;1040.00;463.00;377.00;249.00;185.00;180.00;202.00;201.00;193.00;159.00;160.00;996.00
2011;25;908.00;468.00;342.00;267.00;137.00;157.00;205.00;188.00;176.00;208.00;163.00;992.00
2011;26;877.00;466.00;354.00;232.00;178.00;185.00;203.00;260.00;178.00;224.00;175.00;970.00
2011;27;866.00;519.00;358.00;252.00;141.00;138.00;201.00;279.00;189.00;178.00;167.00;901.00
2011;28;866.00;497.00;345.00;240.00;150.00;170.00;180.00;234.00;154.00;217.00;172.00;838.00
2011;29;792.00;;367.00;237.00;137.00;178.00;176.00;229.00;167.00;166.00;170.00;790.00
2011;30;765.00;;369.00;236.00;143.00;156.00;176.00;252.00;146.00;196.00;158.00;790.00
2011;31;727.00;;399.00;;147.00;;173.00;207.00;;188.00;;816.00
2012;1;814.00;698.00;386.00;291.00;718.00;399.00;291.00;264.00;158.00;223.00;337.00;276.00
2012;2;972.00;636.00;376.00;297.00;668.00;385.00;287.00;263.00;155.00;219.00;344.00;321.00
2012;3;1090.00;581.00;347.00;282.00;671.00;401.00;273.00;242.00;174.00;224.00;394.00;266.00
2012;4;1130.00;549.00;353.00;298.00;685.00;410.00;255.00;243.00;175.00;280.00;359.00;368.00
2012;5;1150.00;495.00;345.00;295.00;789.00;376.00;301.00;246.00;158.00;268.00;439.00;356.00
2012;6;1270.00;481.00;361.00;255.00;963.00;336.00;351.00;219.00;196.00;245.00;609.00;487.00
2012;7;1260.00;408.00;403.00;271.00;909.00;373.00;363.00;249.00;161.00;292.00;580.00;547.00
2012;8;1290.00;453.00;458.00;266.00;921.00;382.00;404.00;210.00;163.00;259.00;585.00;585.00
2012;9;1320.00;420.00;457.00;275.00;870.00;368.00;488.00;216.00;162.00;299.00;554.00;571.00
2012;10;1340.00;404.00;444.00;299.00;822.00;338.00;351.00;227.00;173.00;352.00;546.00;516.00
2012;11;1290.00;396.00;445.00;287.00;775.00;336.00;352.00;193.00;181.00;304.00;576.00;535.00
2012;12;1230.00;382.00;444.00;324.00;725.00;319.00;348.00;212.00;203.00;387.00;568.00;535.00
2012;13;1160.00;369.00;447.00;275.00;649.00;351.00;366.00;207.00;201.00;329.00;563.00;511.00
2012;14;1170.00;325.00;413.00;290.00;650.00;338.00;395.00;206.00;189.00;422.00;542.00;588.00
2012;15;1110.00;396.00;392.00;278.00;602.00;327.00;480.00;201.00;190.00;481.00;494.00;598.00
2012;16;1040.00;367.00;372.00;276.00;596.00;353.00;517.00;183.00;170.00;571.00;496.00;642.00
2012;17;925.00;366.00;363.00;269.00;593.00;332.00;459.00;200.00;182.00;569.00;475.00;714.00
2012;18;870.00;369.00;350.00;273.00;545.00;417.00;412.00;188.00;195.00;490.00;486.00;792.00
2012;19;773.00;398.00;363.00;303.00;552.00;358.00;398.00;175.00;167.00;545.00;462.00;832.00
2012;20;712.00;428.00;333.00;280.00;549.00;302.00;360.00;207.00;174.00;536.00;404.00;905.00
2012;21;715.00;403.00;356.00;281.00;546.00;399.00;327.00;182.00;180.00;526.00;414.00;983.00
2012;22;661.00;425.00;354.00;278.00;615.00;444.00;304.00;188.00;200.00;466.00;379.00;1010.00
2012;23;757.00;413.00;358.00;300.00;594.00;400.00;305.00;176.00;159.00;381.00;373.00;1130.00
2012;24;817.00;392.00;356.00;401.00;678.00;400.00;257.00;178.00;222.00;402.00;373.00;1180.00
2012;25;862.00;395.00;350.00;384.00;661.00;388.00;275.00;177.00;241.00;371.00;347.00;1230.00
2012;26;866.00;382.00;328.00;406.00;634.00;343.00;238.00;176.00;210.00;359.00;338.00;1160.00
2012;27;880.00;385.00;282.00;487.00;524.00;330.00;266.00;177.00;265.00;328.00;353.00;1120.00
2012;28;863.00;393.00;345.00;586.00;512.00;326.00;319.00;174.00;259.00;314.00;311.00;1130.00
2012;29;878.00;401.00;295.00;673.00;512.00;325.00;247.00;168.00;212.00;331.00;333.00;1180.00
2012;30;857.00;;293.00;729.00;389.00;302.00;278.00;187.00;229.00;334.00;307.00;1260.00
2012;31;767.00;;301.00;;424.00;;275.00;171.00;;342.00;;1270.00
2013;1;1290.00;1020.00;784.00;687.00;703.00;1130.00;526.00;276.00;254.00;313.00;766.00;826.00
2013;2;1280.00;1140.00;778.00;590.00;800.00;1110.00;501.00;295.00;238.00;320.00;879.00;835.00
2013;3;1300.00;1240.00;760.00;604.00;942.00;1030.00;475.00;283.00;314.00;291.00;832.00;813.00
2013;4;1280.00;1370.00;714.00;556.00;1010.00;960.00;451.00;275.00;264.00;323.00;925.00;794.00
2013;5;1230.00;1450.00;668.00;576.00;1040.00;903.00;456.00;276.00;252.00;293.00;992.00;777.00
2013;6;1150.00;1530.00;645.00;514.00;1090.00;824.00;448.00;251.00;259.00;341.00;1070.00;738.00
2013;7;1140.00;1580.00;619.00;507.00;1130.00;797.00;476.00;360.00;231.00;360.00;1070.00;735.00
2013;8;1060.00;1600.00;574.00;496.00;1140.00;729.00;438.00;315.00;238.00;365.00;1160.00;714.00
2013;9;1040.00;1600.00;616.00;486.00;1160.00;756.00;417.00;309.00;314.00;394.00;1160.00;709.00
2013;10;955.00;1600.00;592.00;548.00;1060.00;808.00;381.00;280.00;290.00;449.00;1250.00;682.00
2013;11;927.00;1610.00;627.00;594.00;966.00;745.00;361.00;265.00;262.00;403.00;1320.00;637.00
2013;12;896.00;1600.00;676.00;628.00;946.00;698.00;343.00;266.00;275.00;432.00;1340.00;612.00
2013;13;935.00;1580.00;798.00;786.00;940.00;649.00;344.00;274.00;248.00;408.00;1370.00;631.00
2013;14;934.00;1560.00;826.00;899.00;950.00;597.00;330.00;256.00;274.00;437.00;1350.00;621.00
2013;15;876.00;1520.00;793.00;1020.00;915.00;590.00;331.00;265.00;323.00;470.00;1300.00;584.00
2013;16;846.00;1400.00;757.00;939.00;900.00;585.00;343.00;251.00;323.00;486.00;1220.00;576.00
2013;17;769.00;1310.00;727.00;825.00;861.00;582.00;295.00;252.00;348.00;613.00;1230.00;558.00
2013;18;684.00;1270.00;763.00;809.00;884.00;587.00;304.00;255.00;335.00;570.00;1210.00;504.00
2013;19;665.00;1210.00;787.00;807.00;892.00;505.00;299.00;273.00;369.00;588.00;1180.00;526.00
2013;20;684.00;1100.00;895.00;747.00;908.00;748.00;286.00;240.00;370.00;593.00;1090.00;497.00
2013;21;664.00;1060.00;939.00;703.00;1020.00;765.00;291.00;252.00;346.00;586.00;1090.00;485.00
2013;22;765.00;1010.00;963.00;613.00;1100.00;702.00;284.00;223.00;333.00;575.00;1070.00;483.00
2013;23;800.00;968.00;970.00;649.00;1190.00;728.00;293.00;229.00;370.00;618.00;1110.00;524.00
2013;24;798.00;947.00;935.00;601.00;1200.00;756.00;318.00;233.00;337.00;599.00;1090.00;514.00
2013;25;796.00;918.00;877.00;532.00;1230.00;726.00;293.00;355.00;329.00;713.00;1020.00;661.00
2013;26;802.00;901.00;900.00;534.00;1190.00;674.00;310.00;314.00;328.00;699.00;1000.00;818.00
2013;27;755.00;866.00;854.00;529.00;1110.00;623.00;442.00;256.00;302.00;713.00;956.00;1000.00
2013;28;772.00;810.00;796.00;543.00;1150.00;591.00;366.00;311.00;302.00;826.00;907.00;1020.00
2013;29;885.00;;780.00;614.00;1130.00;577.00;361.00;238.00;334.00;833.00;893.00;973.00
2013;30;901.00;;690.00;657.00;1090.00;555.00;343.00;264.00;359.00;832.00;866.00;962.00
2013;31;971.00;;659.00;;1160.00;;303.00;255.00;;800.00;;970.00
2014;1;942.00;1030.00;997.00;447.00;372.00;241.00;223.00;250.00;325.00;233.00;353.00;402.00
2014;2;895.00;1060.00;1120.00;447.00;530.00;263.00;226.00;237.00;303.00;227.00;357.00;344.00
2014;3;883.00;1110.00;1150.00;441.00;410.00;259.00;212.00;248.00;281.00;234.00;350.00;339.00
2014;4;957.00;1050.00;1180.00;454.00;395.00;292.00;203.00;276.00;279.00;226.00;394.00;367.00
2014;5;940.00;1000.00;1150.00;401.00;348.00;328.00;211.00;238.00;299.00;234.00;390.00;350.00
2014;6;919.00;961.00;1050.00;422.00;338.00;282.00;234.00;270.00;280.00;233.00;483.00;345.00
2014;7;923.00;938.00;968.00;426.00;316.00;269.00;227.00;358.00;267.00;273.00;564.00;313.00
2014;8;940.00;960.00;902.00;413.00;350.00;273.00;231.00;306.00;258.00;353.00;662.00;330.00
2014;9;913.00;936.00;874.00;377.00;347.00;360.00;267.00;311.00;260.00;423.00;643.00;314.00
2014;10;868.00;910.00;820.00;395.00;332.00;390.00;372.00;320.00;267.00;483.00;557.00;310.00
2014;11;852.00;896.00;781.00;392.00;351.00;364.00;417.00;335.00;230.00;529.00;574.00;335.00
2014;12;821.00;875.00;760.00;371.00;352.00;294.00;398.00;310.00;249.00;462.00;559.00;337.00
2014;13;788.00;897.00;717.00;372.00;364.00;260.00;358.00;329.00;242.00;508.00;534.00;558.00
2014;14;739.00;993.00;667.00;378.00;329.00;235.00;371.00;380.00;228.00;466.00;469.00;608.00
2014;15;748.00;1080.00;618.00;365.00;327.00;221.00;332.00;504.00;240.00;496.00;546.00;654.00
2014;16;729.00;1130.00;613.00;343.00;312.00;205.00;279.00;459.00;231.00;499.00;523.00;545.00
2014;17;767.00;1130.00;632.00;343.00;304.00;228.00;275.00;455.00;238.00;547.00;640.00;555.00
2014;18;786.00;1110.00;592.00;352.00;289.00;212.00;256.00;417.00;242.00;512.00;697.00;666.00
2014;19;785.00;1060.00;571.00;335.00;294.00;210.00;248.00;407.00;256.00;574.00;645.00;828.00
2014;20;725.00;1040.00;555.00;340.00;282.00;182.00;267.00;382.00;230.00;537.00;641.00;899.00
2014;21;694.00;1000.00;542.00;331.00;336.00;169.00;332.00;357.00;278.00;530.00;612.00;953.00
2014;22;866.00;970.00;539.00;339.00;399.00;194.00;274.00;343.00;248.00;533.00;588.00;965.00
2014;23;939.00;945.00;533.00;349.00;317.00;189.00;274.00;296.00;252.00;485.00;523.00;902.00
2014;24;968.00;994.00;519.00;321.00;324.00;195.00;242.00;318.00;254.00;497.00;522.00;862.00
2014;25;957.00;1040.00;546.00;373.00;300.00;179.00;260.00;318.00;245.00;426.00;438.00;827.00
2014;26;964.00;1020.00;529.00;363.00;315.00;199.00;226.00;414.00;258.00;469.00;478.00;847.00
2014;27;998.00;928.00;516.00;355.00;309.00;175.00;223.00;386.00;229.00;442.00;435.00;831.00
2014;28;1000.00;953.00;482.00;343.00;307.00;196.00;307.00;366.00;244.00;470.00;460.00;872.00
2014;29;1090.00;;483.00;333.00;290.00;251.00;291.00;355.00;244.00;419.00;397.00;878.00
2014;30;1040.00;;478.00;412.00;290.00;232.00;277.00;337.00;249.00;397.00;396.00;876.00
2014;31;1020.00;;459.00;;273.00;;252.00;336.00;;361.00;;788.00
2015;1;770.00;1150.00;949.00;686.00;653.00;342.00;185.00;159.00;203.00;216.00;204.00;378.00
2015;2;803.00;1200.00;932.00;743.00;644.00;319.00;183.00;171.00;236.00;191.00;198.00;336.00
2015;3;778.00;1250.00;960.00;695.00;843.00;331.00;190.00;162.00;244.00;196.00;210.00;377.00
2015;4;766.00;1190.00;1000.00;727.00;987.00;292.00;171.00;180.00;215.00;197.00;207.00;333.00
2015;5;783.00;1130.00;977.00;729.00;1160.00;288.00;187.00;163.00;197.00;221.00;206.00;297.00
2015;6;817.00;1060.00;925.00;745.00;1230.00;252.00;190.00;161.00;212.00;365.00;210.00;296.00
2015;7;798.00;1050.00;909.00;753.00;1250.00;272.00;180.00;166.00;204.00;294.00;194.00;311.00
2015;8;831.00;994.00;884.00;683.00;1260.00;268.00;186.00;158.00;209.00;245.00;199.00;293.00
2015;9;828.00;960.00;827.00;637.00;1160.00;263.00;180.00;159.00;202.00;236.00;191.00;296.00
2015;10;852.00;874.00;777.00;612.00;918.00;255.00;176.00;171.00;199.00;239.00;175.00;271.00
2015;11;892.00;817.00;754.00;586.00;853.00;252.00;174.00;171.00;191.00;221.00;191.00;257.00
2015;12;915.00;764.00;698.00;578.00;804.00;239.00;183.00;159.00;246.00;222.00;190.00;291.00
2015;13;981.00;747.00;662.00;521.00;765.00;239.00;196.00;182.00;320.00;236.00;203.00;272.00
2015;14;953.00;711.00;625.00;527.00;707.00;233.00;185.00;214.00;247.00;225.00;172.00;269.00
2015;15;929.00;712.00;622.00;524.00;676.00;230.00;184.00;238.00;229.00;233.00;171.00;257.00
2015;16;985.00;670.00;561.00;478.00;628.00;241.00;181.00;198.00;293.00;232.00;180.00;328.00
2015;17;1020.00;668.00;561.00;485.00;596.00;223.00;180.00;194.00;307.00;229.00;191.00;276.00
2015;18;1060.00;641.00;536.00;475.00;585.00;244.00;176.00;200.00;283.00;245.00;195.00;289.00
2015;19;1090.00;611.00;519.00;440.00;571.00;232.00;230.00;192.00;302.00;273.00;191.00;276.00
2015;20;1030.00;597.00;461.00;489.00;502.00;237.00;192.00;206.00;252.00;242.00;325.00;276.00
2015;21;996.00;645.00;499.00;455.00;486.00;215.00;199.00;204.00;243.00;196.00;400.00;269.00
2015;22;938.00;700.00;484.00;424.00;435.00;232.00;191.00;183.00;269.00;244.00;453.00;257.00
2015;23;927.00;787.00;478.00;420.00;412.00;249.00;182.00;173.00;286.00;219.00;352.00;263.00
2015;24;899.00;859.00;461.00;393.00;425.00;236.00;191.00;233.00;253.00;230.00;413.00;257.00
2015;25;872.00;918.00;503.00;397.00;406.00;238.00;183.00;225.00;252.00;212.00;504.00;275.00
2015;26;809.00;827.00;479.00;417.00;393.00;205.00;171.00;192.00;211.00;224.00;420.00;274.00
2015;27;758.00;865.00;525.00;450.00;364.00;215.00;213.00;245.00;233.00;220.00;412.00;263.00
2015;28;742.00;890.00;467.00;429.00;355.00;201.00;187.00;344.00;234.00;270.00;408.00;271.00
2015;29;834.00;;465.00;556.00;321.00;198.00;193.00;233.00;231.00;233.00;386.00;259.00
2015;30;902.00;;511.00;586.00;323.00;189.00;176.00;225.00;212.00;225.00;398.00;249.00
2015;31;1060.00;;620.00;;329.00;;183.00;216.00;;195.00;;246.00
2016;1;243.00;539.00;916.00;706.00;472.00;1520.00;723.00;348.00;255.00;259.00;329.00;384.00
2016;2;238.00;672.00;862.00;833.00;507.00;1640.00;708.00;362.00;266.00;284.00;294.00;356.00
2016;3;251.00;722.00;848.00;777.00;494.00;1820.00;638.00;364.00;253.00;270.00;285.00;373.00
2016;4;318.00;679.00;828.00;739.00;453.00;1960.00;626.00;371.00;254.00;270.00;278.00;338.00
2016;5;315.00;674.00;1030.00;741.00;454.00;2010.00;597.00;367.00;267.00;257.00;263.00;343.00
2016;6;364.00;708.00;1100.00;787.00;447.00;1970.00;546.00;369.00;285.00;255.00;288.00;311.00
2016;7;432.00;718.00;1130.00;838.00;392.00;1870.00;499.00;367.00;272.00;214.00;303.00;302.00
2016;8;468.00;733.00;1120.00;864.00;421.00;1690.00;506.00;341.00;261.00;243.00;286.00;314.00
2016;9;449.00;813.00;1130.00;843.00;387.00;1460.00;460.00;350.00;270.00;219.00;323.00;258.00
2016;10;498.00;927.00;1150.00;786.00;417.00;1270.00;466.00;329.00;234.00;249.00;365.00;288.00
2016;11;521.00;999.00;1070.00;749.00;442.00;1220.00;452.00;323.00;250.00;250.00;339.00;264.00
2016;12;507.00;1040.00;1030.00;750.00;456.00;1210.00;443.00;319.00;261.00;246.00;317.00;285.00
2016;13;522.00;1050.00;990.00;735.00;494.00;1200.00;465.00;312.00;284.00;250.00;382.00;282.00
2016;14;522.00;1080.00;972.00;699.00;541.00;1220.00;429.00;329.00;252.00;259.00;365.00;264.00
2016;15;579.00;1170.00;928.00;680.00;689.00;1270.00;440.00;309.00;321.00;284.00;377.00;281.00
2016;16;536.00;1250.00;900.00;695.00;677.00;1300.00;456.00;314.00;274.00;260.00;376.00;225.00
2016;17;478.00;1250.00;800.00;650.00;645.00;1330.00;428.00;307.00;298.00;279.00;357.00;256.00
2016;18;517.00;1250.00;754.00;648.00;564.00;1330.00;428.00;297.00;274.00;253.00;363.00;254.00
2016;19;484.00;1160.00;725.00;731.00;600.00;1340.00;410.00;364.00;282.00;273.00;338.00;254.00
2016;20;447.00;1120.00;674.00;704.00;559.00;1290.00;389.00;279.00;280.00;258.00;348.00;245.00
2016;21;418.00;1070.00;652.00;720.00;508.00;1270.00;387.00;297.00;281.00;267.00;399.00;245.00
2016;22;398.00;1030.00;568.00;596.00;619.00;1180.00;367.00;302.00;271.00;264.00;410.00;336.00
2016;23;384.00;1040.00;567.00;641.00;770.00;1140.00;354.00;298.00;271.00;261.00;442.00;276.00
2016;24;374.00;1000.00;537.00;591.00;839.00;1070.00;380.00;300.00;282.00;324.00;546.00;257.00
2016;25;367.00;989.00;519.00;582.00;783.00;964.00;401.00;285.00;266.00;305.00;624.00;262.00
2016;26;333.00;986.00;474.00;599.00;687.00;928.00;403.00;284.00;264.00;313.00;666.00;274.00
2016;27;355.00;1010.00;557.00;552.00;571.00;931.00;387.00;283.00;260.00;269.00;620.00;260.00
2016;28;355.00;1010.00;541.00;517.00;535.00;915.00;369.00;278.00;249.00;289.00;538.00;253.00
2016;29;342.00;959.00;551.00;513.00;562.00;848.00;367.00;276.00;247.00;286.00;479.00;247.00
2016;30;369.00;;523.00;538.00;709.00;793.00;364.00;265.00;242.00;305.00;441.00;244.00
2016;31;441.00;;570.00;;1220.00;;369.00;262.00;;307.00;;239.00
2017;1;240.00;313.00;359.00;466.00;299.00;184.00;207.00;178.00;183.00;267.00;216.00;548.00
2017;2;242.00;350.00;459.00;432.00;244.00;191.00;194.00;173.00;217.00;343.00;194.00;541.00
2017;3;231.00;385.00;552.00;468.00;255.00;204.00;184.00;170.00;190.00;312.00;201.00;549.00
2017;4;237.00;464.00;620.00;424.00;276.00;211.00;188.00;171.00;175.00;235.00;204.00;543.00
2017;5;234.00;461.00;701.00;406.00;270.00;215.00;157.00;155.00;170.00;253.00;200.00;533.00
2017;6;230.00;481.00;790.00;422.00;255.00;217.00;185.00;168.00;183.00;278.00;208.00;512.00
2017;7;222.00;534.00;973.00;379.00;278.00;241.00;158.00;161.00;172.00;239.00;206.00;458.00
2017;8;225.00;535.00;943.00;324.00;260.00;193.00;164.00;158.00;175.00;244.00;208.00;449.00
2017;9;233.00;491.00;933.00;380.00;263.00;269.00;157.00;177.00;293.00;224.00;208.00;416.00
2017;10;269.00;469.00;916.00;344.00;264.00;205.00;337.00;216.00;244.00;259.00;198.00;465.00
2017;11;258.00;438.00;873.00;330.00;261.00;197.00;200.00;160.00;227.00;207.00;232.00;650.00
2017;12;254.00;443.00;843.00;328.00;249.00;195.00;176.00;174.00;225.00;222.00;326.00;727.00
2017;13;328.00;418.00;833.00;312.00;270.00;165.00;175.00;173.00;246.00;203.00;343.00;792.00
2017;14;337.00;397.00;805.00;311.00;248.00;167.00;163.00;165.00;468.00;243.00;407.00;792.00
2017;15;313.00;370.00;774.00;302.00;256.00;162.00;168.00;171.00;382.00;255.00;390.00;858.00
2017;16;410.00;381.00;760.00;307.00;238.00;139.00;164.00;229.00;295.00;259.00;447.00;887.00
2017;17;349.00;379.00;712.00;290.00;237.00;148.00;161.00;185.00;295.00;227.00;437.00;878.00
2017;18;345.00;340.00;655.00;303.00;276.00;154.00;145.00;246.00;354.00;252.00;420.00;875.00
2017;19;319.00;362.00;620.00;284.00;401.00;135.00;167.00;229.00;331.00;201.00;426.00;908.00
2017;20;314.00;331.00;628.00;270.00;241.00;158.00;140.00;204.00;311.00;256.00;385.00;926.00
2017;21;281.00;351.00;566.00;272.00;250.00;131.00;168.00;191.00;284.00;186.00;332.00;944.00
2017;22;263.00;302.00;606.00;256.00;250.00;127.00;146.00;156.00;244.00;207.00;293.00;886.00
2017;23;268.00;333.00;594.00;267.00;226.00;146.00;157.00;179.00;260.00;228.00;336.00;871.00
2017;24;262.00;341.00;683.00;258.00;201.00;129.00;160.00;163.00;248.00;237.00;358.00;837.00
2017;25;241.00;304.00;673.00;245.00;210.00;132.00;194.00;201.00;236.00;214.00;339.00;817.00
2017;26;249.00;329.00;627.00;258.00;206.00;123.00;149.00;223.00;246.00;205.00;347.00;781.00
2017;27;257.00;320.00;609.00;252.00;202.00;137.00;171.00;200.00;213.00;193.00;330.00;757.00
2017;28;254.00;372.00;563.00;257.00;175.00;184.00;175.00;204.00;234.00;181.00;439.00;769.00
2017;29;269.00;;516.00;233.00;189.00;196.00;161.00;171.00;228.00;203.00;510.00;780.00
2017;30;252.00;;515.00;238.00;163.00;199.00;163.00;179.00;285.00;214.00;527.00;856.00
2017;31;300.00;;456.00;;191.00;;148.00;178.00;;192.00;;930.00
2018;1;965.00;2120.00;1090.00;1150.00;640.00;427.00;278.00;208.00;212.00;189.00;192.00;199.00
2018;2;1080.00;2090.00;1070.00;1100.00;561.00;438.00;272.00;192.00;195.00;199.00;217.00;272.00
2018;3;1100.00;2060.00;1050.00;1040.00;538.00;436.00;267.00;208.00;201.00;188.00;183.00;260.00
2018;4;1230.00;2050.00;1030.00;1070.00;513.00;402.00;262.00;189.00;206.00;195.00;198.00;341.00
2018;5;1300.00;2040.00;1060.00;1040.00;475.00;487.00;256.00;176.00;207.00;176.00;194.00;366.00
